station_seqnum,Stations_id,elevation,latitude,longitude,Stationsname,who_entered,source_seqnum,country_seqnum,use_rank
1415519,6321,327,49.5573,6.4541,Kirf-Beuren,7,117,203,1
1415520,6322,215,49.5414,7.4299,Kusel/Kuselbach,7,117,203,1
1415521,6323,526,50.0971,6.6746,Meisburg,7,117,203,1
1415522,6324,369,49.5892,6.6751,Oberzerf,7,117,203,1
1415523,6325,160,49.687,7.6528,Odenbach,7,117,203,1
1415524,6326,290,49.17,7.572,Pirmasens-Felsalbe,7,117,203,1
1415525,6327,60,50.5539,7.2554,Sinzig,7,117,203,1
1415526,6328,250,49.9285,6.6209,Speicher,7,117,203,1
1415527,6329,128,49.8559,7.9806,Sprendlingen,7,117,203,1
1415528,6330,394,50.1153,6.9215,Strohn,7,117,203,1
1415529,6331,163,49.6503,6.5332,Wawern,7,117,203,1
1415530,6332,210,49.4114,8.006,Weidenthal,7,117,203,1
1415531,6333,650,49.7286,7.1289,Hüttgeswasen,7,117,203,1
1415532,6334,215,49.2039,8.0308,Birkweiler,7,117,203,1
1415533,6336,288,50.0132,9.654,Lohr/Main-Halsbach,7,117,203,1
1415534,6337,58,51.7663,7.5194,Lüdinghausen-Brochtrup,7,117,203,1
1415535,6338,605,50.3618,11.6223,"Steben, Bad",7,117,203,1
1415536,6340,393,49.9321,7.388,"Kirchberg, Rhein-Hunsrück-Kreis",7,117,203,1
1415537,6341,658,47.9603,11.0136,Dießen/Ammersee-Dettenschwang,7,117,203,1
1415538,6342,609,47.6572,11.3187,Schlehdorf,7,117,203,1
1415539,6343,902,47.5075,11.7049,Achenkirch/Österreich,7,117,203,1
1415540,6344,168,50.394,8.1423,Runkel-Ennerich,7,117,203,1
1415541,6346,531,48.207,11.2035,Maisach-Galgen,7,117,203,1
1415542,6347,305,50.0579,10.2972,Schonungen-Mainberg,7,117,203,1
1415543,7075,429,48.702,11.8493,Elsendorf-Horneck,7,117,203,1
1415544,7077,54,53.5255,13.0161,Penzlin-Groß Lukow,7,117,203,1
1415545,7078,34,53.5035,11.0014,Dodow,7,117,203,1
1415546,7079,14,53.0443,14.2423,Berkholz-Meyenburg,7,117,203,1
1415547,7099,187,52.0111,10.3966,Liebenburg-Othfresen,7,117,203,1
1415548,7103,755,47.8533,11.0084,Wessobrunn-Puitl,7,117,203,1
1415549,7104,220,49.6206,9.6036,Königheim,7,117,203,1
1415550,7105,719,47.835,12.6548,Siegsdorf-Höll,7,117,203,1
1415551,7106,105,52.0714,8.4565,Bielefeld-Deppendorf,7,117,203,1
1415552,7134,1047,47.8563,7.9491,Todtnau-Todtnauberg,7,117,203,1
1415553,7135,565,47.9655,9.6804,Aulendorf-Haslach,7,117,203,1
1415554,7136,232,48.1021,7.6275,Vogtsburg-Bischoffingen,7,117,203,1
1415555,7138,686,48.2962,9.0701,Burladingen-Hausen,7,117,203,1
1415556,7139,303,49.6111,7.6428,Einöllen,7,117,203,1
1415557,7140,140,49.7874,7.9839,Eckelsheim,7,117,203,1
1415558,7141,369,48.6274,9.3904,Nürtingen-Reudern,7,117,203,1
1415559,7187,194,49.7636,9.4063,Freudenberg/Main-Boxtal,7,117,203,1
1415560,7224,570,47.9324,9.5512,Altshausen,7,117,203,1
1415561,7225,410,48.2662,8.111,Haslach,7,117,203,1
1415562,7226,640,47.7777,9.887,"Kißlegg, Kr. Ravensburg",7,117,203,1
1415563,7227,280,49.6789,9.523,Külsheim/Main-Tauber-Kreis,7,117,203,1
1415564,7228,493,48.8868,9.8666,Leinzell-Eschach,7,117,203,1
1415565,7229,220,49.1739,9.0421,Massenbachhausen,7,117,203,1
1415566,7230,170,49.3078,9.3606,Möckmühl/Jagst,7,117,203,1
1415567,7231,375,49.4042,9.8691,Niederstetten-Adolzhausen,7,117,203,1
1415568,7233,415,49.257,10.0152,Rot am See,7,117,203,1
1415569,7234,310,48.2934,8.3066,Schiltach/ Kinzig,7,117,203,1
1415570,7235,650,48.2109,8.7656,Schömberg-Stausee,7,117,203,1
1415571,7237,380,49.0537,9.6245,Schwäbisch Hall-Wielandsweiler,7,117,203,1
1415572,7238,200,48.9243,8.9536,Vaihingen/ Enz,7,117,203,1
1415573,7239,178,49.3031,8.9032,Waibstadt/Schwarzbach,7,117,203,1
1415574,7240,567,48.4692,8.6304,Horb-Altheim,7,117,203,1
1415575,7241,470,48.8707,9.6442,Welzheim (Kläranlage),7,117,203,1
1415576,7242,565,48.5682,9.6372,Wiesensteig,7,117,203,1
1415577,7243,303,48.1372,8.0097,Winden,7,117,203,1
1415578,7244,62,53.1424,13.0319,Neuglobsow (HM),7,117,203,1
1415579,7249,305,50.8873,8.4478,Breidenbach,7,117,203,1
1415580,7250,630,50.5302,9.8711,Dipperz-Giegenberg,7,117,203,1
1415581,7256,667,50.4169,9.827,Gersfeld/Rhön-Dalherda,7,117,203,1
1415582,7259,228,50.8913,10.0151,Heringen,7,117,203,1
1415583,7264,325,50.8014,8.8077,Marburg (Lahnberge),7,117,203,1
1415584,7273,167,51.1876,10.1641,Wanfried/Werra,7,117,203,1
1415585,7285,68,52.4153,11.0758,Oebisfelde-Weferlingen-Bösdorf,7,117,203,1
1415586,7287,980,47.605,13.0153,Berchtesgaden/Jenner,7,117,203,1
1415587,7298,4,54.5268,9.0425,Hattstedt,7,117,203,1
1415588,7319,435,48.7374,10.7393,Donauwörth-Osterweiler,7,117,203,1
1415589,7321,157,51.1507,11.3321,Olbersleben,7,117,203,1
1415590,7322,716,47.7667,7.7205,Malsburg-Marzell,7,117,203,1
1415591,7323,149,51.2359,12.5517,Belgershain,7,117,203,1
1415592,7324,85,50.0003,8.1025,Heidesheim am R.,7,117,203,1
1415593,7326,135,51.1918,12.7645,Grimma-Kleinbothen,7,117,203,1
1415594,7327,323,50.8836,13.0425,Frankenberg-Altenhain,7,117,203,1
1415595,7328,219,50.8544,12.4216,Ponitz,7,117,203,1
1415596,7329,465,50.5467,12.2863,Treuen,7,117,203,1
1415597,7330,159,51.4633,7.978,Arnsberg-Neheim,7,117,203,1
1415598,7331,467,48.6099,10.2674,Hermaringen-Allewind,7,117,203,1
1415599,7333,727,50.5803,13.2966,Marienberg-Rübenau,7,117,203,1
1415600,7334,131,51.2651,13.3588,Hirschstein-Heyda,7,117,203,1
1415601,7335,138,51.3658,13.5801,Großenhain-Strauch,7,117,203,1
1415602,7337,332,51.0577,14.6128,Dürrhennersdorf,7,117,203,1
1415603,7341,119,50.09,8.7862,Offenbach-Wetterpark,7,117,203,1
1415604,7343,689,50.62,13.4817,Deutschneudorf-Brüderwiese,7,117,203,1
1415605,7344,45,51.2992,6.2013,Nettetal-Hülst,7,117,203,1
1415606,7350,585,49.1088,12.8231,Prackenbach-Neuhäusl,7,117,203,1
1415607,7351,115,53.3176,13.4175,Feldberg/Mecklenburg,7,117,203,1
1415608,7357,247,51.1483,14.796,Reichenbach/OL,7,117,203,1
1415609,7361,73,52.7363,10.344,Scharnhorst-Marwede,7,117,203,1
1415610,7362,135,51.3268,12.5954,Brandis (Lysimeterstation),7,117,203,1
1415611,7363,936,48.0028,8.2296,Vöhrenbach-Urach,7,117,203,1
1415612,7364,74,51.6818,12.3053,Jeßnitz,7,117,203,1
1415613,7367,144,51.9643,9.8072,Alfeld,7,117,203,1
1415614,7368,312,51.0007,10.3621,Eisenach,7,117,203,1
1415615,7369,475,49.1623,10.3661,Feuchtwangen-Heilbronn,7,117,203,1
1415616,7370,499,49.391,12.6838,Waldmünchen,7,117,203,1
1415617,7372,37,52.7321,11.7123,Osterburg (Altmark)-Ballerstedt,7,117,203,1
1415618,7373,3,53.5984,6.7024,Borkum-Flugplatz,7,117,203,1
1415619,7374,46,52.0813,6.9409,Ahaus,7,117,203,1
1415620,7375,411,49.645,7.5003,Homberg-Schönbornerhof,7,117,203,1
1415621,7378,101,51.0149,6.5173,Bedburg-Weiler Hohenholz,7,117,203,1
1415622,7380,233,48.9353,9.4009,Backnang/Murr,7,117,203,1
1415623,7381,753,48.2597,9.2295,Gammertingen,7,117,203,1
1415624,7382,666,47.7096,9.866,Wangen/Allgäu-Schwaderberg,7,117,203,1
1415625,7389,83,52.7461,13.8427,Heckelberg,7,117,203,1
1415626,7393,116,51.4492,14.2533,Hoyerswerda,7,117,203,1
1415627,7394,622,50.0315,11.9745,Wunsiedel-Schönbrunn,7,117,203,1
1415628,7395,351,48.6595,12.5388,Gottfrieding,7,117,203,1
1415629,7396,740,50.5084,9.2246,Hoherodskopf/Vogelsberg,7,117,203,1
1415630,7403,672,47.7955,10.0325,Leutkirch-Herlazhofen,7,117,203,1
1415631,7410,350,50.7513,9.0224,Neu-Ulrichstein,7,117,203,1
1415632,7412,340,50.0083,9.4238,Neuhütten/Spessart,7,117,203,1
1415633,7413,30,53.2818,11.562,Grabow-Stadt,7,117,203,1
1415634,7418,323,50.802,12.6366,Sankt Egidien-Kuhschnappel,7,117,203,1
1415635,7419,389,50.661,12.0756,Langenwetzendorf-Göttendorf,7,117,203,1
1415636,7420,246,51.1044,11.7112,Naumburg/Saale-Kreipitzsch,7,117,203,1
1415637,7421,388,50.325,11.2395,Föritztal-Neuhaus-Schierschnitz,7,117,203,1
1415638,7423,163,51.3445,14.8387,Hähnichen-Trebus,7,117,203,1
1415639,7424,457,47.7724,12.9073,Piding,7,117,203,1
1415640,7425,216,52.1384,9.1119,Rinteln-Volksen,7,117,203,1
1415641,7427,17,54.0188,9.9255,Padenstedt (Pony-Park),7,117,203,1
1415642,7428,397,50.4167,10.8156,Veilsdorf,7,117,203,1
1415643,7429,336,49.4249,9.3316,Seckach,7,117,203,1
1415644,7430,258,50.0615,10.8129,Rentweinsdorf-Treinfeld,7,117,203,1
1415645,7431,604,48.013,11.5524,Oberhaching-Laufzorn,7,117,203,1
1415646,7432,71,52.6423,10.6628,Wittingen-Vorhop,7,117,203,1
1415647,7433,240,49.726,6.6957,Trier-Irsch,7,117,203,1
1415648,7434,351,48.8042,8.443,"Herrenalb, Bad/Therme",7,117,203,1
1415649,7436,1025,48.1004,8.1973,Schönwald,7,117,203,1
1415650,7485,129,49.2963,8.1754,Maikammer-Kirrweiler,7,117,203,1
1415651,7486,111,49.3528,8.2708,Haßloch,7,117,203,1
1415652,7487,576,48.0272,9.486,"Saulgau,Bad",7,117,203,1
1415653,7488,538,48.3846,8.4787,Betzweiler-Wälde,7,117,203,1
1415654,7489,348,48.7448,9.6484,Birenbach,7,117,203,1
1415655,7490,170,49.0334,8.7121,"Bretten, Kreis Karlsruhe",7,117,203,1
1415656,7491,395,49.154,10.0632,Crailsheim/Jagst,7,117,203,1
1415657,7492,260,49.4844,10.019,Creglingen/Tauber,7,117,203,1
1415658,7493,304,48.6704,8.3534,Forbach,7,117,203,1
1415659,7494,160,48.9597,8.5905,"Königsbach-Stein, Enzkreis",7,117,203,1
1415660,7495,226,49.3786,9.6307,Krautheim,7,117,203,1
1415661,7496,460,49.0137,10.0477,Rosenberg,7,117,203,1
1415662,7497,651,48.1872,8.3667,Tennenbronn,7,117,203,1
1415663,7498,249,49.058,8.9124,Zaberfeld (Emetsklinge),7,117,203,1
1415664,7499,172,50.7893,7.828,Wallmenroth,7,117,203,1
1415665,7500,82,52.0223,12.1597,Badewitz bei Zerbst,7,117,203,1
1415666,10339,365,48.9972,9.7395,Fichtenberg/BW-Michelbächle,7,117,203,1
1415667,13654,285,51.0063,13.471,Wilsdruff-Mohorn,7,117,203,1
1415668,13662,37,52.3031,12.4029,Boecke,7,117,203,1
1415669,13663,84,51.009,6.6982,Bergheim/Erft-Rheidt,7,117,203,1
1415670,13669,55,52.0087,7.8519,Ostbevern-Schirlheide,7,117,203,1
1415671,13670,24,51.5088,6.7018,Duisburg-Baerl,7,117,203,1
1415672,13671,221,50.9655,7.2753,Overath-Böke,7,117,203,1
1415673,13672,593,48.5537,9.9877,Weidenstetten,7,117,203,1
1415674,13673,393,49.1201,9.7808,Schwäbisch Hall (Adolf-Würth-Airport),7,117,203,1
1415675,13674,237,49.2943,8.9053,Waibstadt,7,117,203,1
1415676,13675,75,52.0818,9.4077,Hameln-Hastenbeck,7,117,203,1
1415677,13680,220,50.0325,10.183,Schweinfurt-Oberndorf,7,117,203,1
1415678,13682,310,50.4522,8.5528,Cleeberg,7,117,203,1
1415679,13686,350,50.6027,7.7374,Mündersbach,7,117,203,1
1415680,13687,18,53.9005,9.8308,Weddelbrook,7,117,203,1
1415681,13688,129,51.1692,12.2617,Pegau,7,117,203,1
1415682,13689,249,50.4351,7.6657,Höhr-Grenzhausen,7,117,203,1
1415683,13691,85,50.316,7.7784,Nassau,7,117,203,1
1415684,13694,590,47.8317,12.8222,Teisendorf-Babing,7,117,203,1
1415685,13695,780,47.8219,12.7715,Teisendorf-Neukirchen (Wildberg),7,117,203,1
1415686,13696,60,51.5966,7.4048,Waltrop-Abdinghof,7,117,203,1
1415687,13697,302,50.9629,8.9254,Wohratal-Hertingshausen,7,117,203,1
1415688,13698,504,48.8767,10.2413,Lauchheim (Berghof),7,117,203,1
1415689,13699,66,52.3666,10.1265,Lehrte-Sievershausen,7,117,203,1
1415690,13700,203,51.3329,7.3412,Gevelsberg-Oberbröking,7,117,203,1
1415691,13709,408,50.4068,7.1459,Weibern/Eifel,7,117,203,1
1415692,13710,490,48.5734,12.2576,Landshut-Reithof,7,117,203,1
1415693,13711,289,50.682,11.515,Krölpa-Rockendorf,7,117,203,1
1415694,13712,44,52.1488,13.8359,Münchehofe,7,117,203,1
1415695,13713,385,51.0899,7.6289,Meinerzhagen-Redlendorf,7,117,203,1
1415696,13714,61,50.6125,7.2167,Linz-Unkel,7,117,203,1
1415697,13715,604,48.1003,9.8058,Biberach an der Riß-Bergerhausen,7,117,203,1
1415698,13716,816,47.819,8.5774,Blumberg-Randen,7,117,203,1
1415699,13717,505,50.2832,6.9878,Mannebach/Eifel,7,117,203,1
1415700,13774,328,50.8138,12.2985,Crimmitschau-Mannichswalde,7,117,203,1
1415701,13776,85,52.1789,9.9524,Hildesheim-Drispenstedt,7,117,203,1
1415702,13777,109,52.2467,10.9592,Helmstedt-Emmerstedt,7,117,203,1
1415703,13778,225,49.2531,7.3397,Zweibrücken (Kläranlage),7,117,203,1
1415704,13779,220,50.2696,7.8199,Singhofen/Lahn,7,117,203,1
1415705,13780,310,49.5419,7.7179,Schallodenbach/Pfalz,7,117,203,1
1415706,13781,530,50.237,6.6609,Gerolstein,7,117,203,1
1415707,13782,102,51.4612,11.6661,Seegebiet Mansfelder Land-Röblingen,7,117,203,1
1415708,13786,437,48.5505,11.121,Pöttmes-Schnellmannskreuth,7,117,203,1
1415709,13876,755,50.7667,13.7333,Altenberg-Raupennest,7,117,203,1
1415710,13886,250,50.7,11.6,Pößneck,7,117,203,1
1415711,13905,160,49.9999,8.7796,Dietzenbach,7,117,203,1
1415712,13912,85,50.3158,7.7785,Nassau (Kläranlage),7,117,203,1
1415713,13914,350,51.1054,8.7079,Frankenberg/Eder-Rengershausen,7,117,203,1
1415714,13915,456,50.6281,9.2614,Lautertal (Vogelsberg)-Meiches,7,117,203,1
1415715,13918,160,50.6181,7.478,Peterslahr (Kläranlage),7,117,203,1
1415716,13919,17,51.8433,6.411,Isselburg-Anholt,7,117,203,1
1415717,13925,313,49.7633,7.7378,Odernheim-Heddarterhof,7,117,203,1
1415718,13926,63,53.3326,12.72,Rechlin/Müritz,7,117,203,1
1415719,13933,347,49.3652,9.448,Schöntal-Weigental,7,117,203,1
1415720,13965,619,48.2639,8.8134,Balingen-Bronnhaupten,7,117,203,1
1415721,13967,166,50.6181,7.478,Peterslahr,7,117,203,1
1415722,13968,435,50.239,6.6611,Gerolstein/Kyll,7,117,203,1
1415723,13969,462,48.6234,8.7409,"Wildberg, Kreis Calw",7,117,203,1
1415724,13990,446,47.856,12.1388,Rosenheim (Flussbauamt),7,117,203,1
1415725,14001,11,53.4121,9.0825,Gnarrenburg-Oberklenkendorf,7,117,203,1
1415726,14006,145,49.3683,8.1854,Mußbach (Neustadt),7,117,203,1
1415727,14007,164,49.9596,8.236,Mainz-Marienborn,7,117,203,1
1415728,14008,245,49.8228,8.1044,Rommersheim (Eichenhof),7,117,203,1
1415729,14009,110,49.401,8.3478,Schifferstadt,7,117,203,1
1415730,14010,274,50.5582,7.0317,Esch/Swistbach,7,117,203,1
1415731,14011,309,50.4528,7.6528,Grenzau,7,117,203,1
1415732,14012,187,49.8598,7.8487,"Kreuznach, Bad/Nahe",7,117,203,1
1415733,14013,92,49.8447,8.3492,Oppenheim/ Rhein,7,117,203,1
1415734,14014,214,49.7271,8.1168,Kettenheim (Eichhof),7,117,203,1
1415735,14015,388,50.1587,7.4972,Gondershausen,7,117,203,1
1415736,14016,98,49.5871,8.3414,Kleinniedesheim,7,117,203,1
1415737,14017,127,49.1581,8.2536,Herxheimweyher,7,117,203,1
1415738,14018,180,49.5189,8.1875,Dackenheim/Pfalz,7,117,203,1
1415739,14019,115,49.2449,8.2912,Lustadt,7,117,203,1
1415740,14020,195,50.2558,7.3535,"Münstermaifeld, Kr. Mayen-Koblenz",7,117,203,1
1415741,14021,209,49.827,8.332,Dienheim,7,117,203,1
1415742,14022,461,49.6353,7.2105,Dienstweiler,7,117,203,1
1415743,14023,476,50.1419,6.3126,Strickscheid,7,117,203,1
1415744,14024,197,49.9678,6.8593,"Wittlich, Kreisstadt",7,117,203,1
1415745,14025,526,50.2596,6.802,Dreis-Brück,7,117,203,1
1415746,14026,296,50.7316,7.7003,Isert,7,117,203,1
1415747,14027,372,50.2643,8.0072,Berghausen,7,117,203,1
1415748,14028,411,49.3684,7.4688,Martinshöhe,7,117,203,1
1415749,14029,418,50.0005,7.5928,Wahlbach/Hunsr.,7,117,203,1
1415750,14030,307,49.4716,7.762,Morlautern,7,117,203,1
1415751,14031,369,49.5725,6.4647,Merzkirchen,7,117,203,1
1415752,14032,78,50.4468,7.5357,Heimbach-Weis/Rhein,7,117,203,1
1415753,14033,248,49.7542,6.6932,Avelsbach,7,117,203,1
1415754,14034,143,49.8004,6.7833,Riol,7,117,203,1
1415755,14035,194,49.6334,8.0278,Weierhof,7,117,203,1
1415756,14036,529,50.0708,6.6242,Steinborn,7,117,203,1
1415757,14037,325,50.0066,6.4587,Wiersdorf/Stausee Bitburg,7,117,203,1
1415758,14038,169,49.7756,7.6128,Meddersheim,7,117,203,1
1415759,14040,144,49.2605,8.1548,Edesheim,7,117,203,1
1415760,14041,159,49.0379,7.9916,Schweighofen,7,117,203,1
1415761,14042,150,50.5849,7.1455,Leimersdorf-Nierendorf,7,117,203,1
1415762,14043,155,50.3837,7.5325,"Mülheim-Kärlich, Kr. Mayen-Koblenz",7,117,203,1
1415763,14044,219,49.9747,8.0986,Ingelheim/Rhein,7,117,203,1
1415764,14045,88,50.0069,8.0916,Heidenfahrt,7,117,203,1
1415765,14046,116,49.9512,8.0074,Gau-Algesheim,7,117,203,1
1415766,14047,119,49.5093,8.1997,Freinsheim,7,117,203,1
1415767,14048,203,50.0603,7.7609,Bacharach,7,117,203,1
1415768,14049,120,50.2531,7.5998,Boppard,7,117,203,1
1415769,14050,130,49.5206,8.2545,Weisenheim,7,117,203,1
1415770,14051,180,49.1839,8.0837,Landau-Wollmesheim,7,117,203,1
1415771,14052,192,49.2165,8.0479,Siebeldingen,7,117,203,1
1415772,14053,173,49.2237,8.1139,Landau-Nussdorf,7,117,203,1
1415773,14054,213,49.1077,7.997,"Bergzabern, Bad/Pfalz",7,117,203,1
1415774,14055,198,49.054,7.9701,Schweigen-Rechtenbach,7,117,203,1
1415775,14056,228,49.5825,8.1517,Grünstadt-Asselheim,7,117,203,1
1415776,14057,186,49.544,8.1607,Grünstadt-Sausenheim,7,117,203,1
1415777,14058,128,49.4624,8.2028,"Dürkheim, Bad-Trift",7,117,203,1
1415778,14059,147,49.2941,8.1504,Maikammer/Pfalz,7,117,203,1
1415779,14061,98,49.4622,8.2692,Ellerstadt/Pfalz,7,117,203,1
1415780,14062,132,49.1048,8.0993,Steinweiler,7,117,203,1
1415781,14063,88,49.9566,7.9642,Bingen-Gaulsheim,7,117,203,1
1415782,14065,115,49.6057,8.2531,Offstein,7,117,203,1
1415783,14069,197,49.6461,8.1482,Zellertal,7,117,203,1
1415784,14070,89,49.8847,8.3374,Nierstein,7,117,203,1
1415785,14071,180,49.6384,7.5749,Wiesweiler,7,117,203,1
1415786,14072,133,50.0902,7.1401,Neef,7,117,203,1
1415787,14073,151,49.6715,6.5784,Kanzem,7,117,203,1
1415788,14074,188,49.6596,6.444,Nittel,7,117,203,1
1415789,14075,126,49.9145,6.9979,Brauneberg,7,117,203,1
1415790,14076,212,49.9524,7.0265,Zeltingen,7,117,203,1
1415791,14077,132,49.9792,7.1089,Traben-Trarbach/Mosel,7,117,203,1
1415792,14078,140,50.1706,7.2493,Pommern,7,117,203,1
1415793,14079,85,50.3126,7.5018,Winningen/Weinberg,7,117,203,1
1415794,14080,156,50.5126,7.013,Mayschoß,7,117,203,1
1415795,14081,136,50.2286,7.4137,Hatzenport,7,117,203,1
1415796,14082,186,49.9217,7.0751,Bernkastel-Kues/Mosel,7,117,203,1
1415797,14083,197,50.1058,7.1326,Calmont,7,117,203,1
1415798,14084,113,49.8072,8.3418,Guntersblum/Rheinhessen,7,117,203,1
1415799,14085,251,49.695,8.1466,Flomborn,7,117,203,1
1415800,14086,132,49.7491,8.3143,Alsheim,7,117,203,1
1415801,14087,151,49.7249,8.2739,Bechtheim,7,117,203,1
1415802,14088,104,50.0355,7.1487,Briedel,7,117,203,1
1415803,14089,93,50.1428,7.1988,Valwig,7,117,203,1
1415804,14090,111,49.6387,8.2969,Worms-Leiselheim,7,117,203,1
1415805,14092,120,49.925,8.2985,Bodenheim,7,117,203,1
1415806,14093,211,49.9719,8.186,Drais-Finthen,7,117,203,1
1415807,14094,109,49.4267,8.2229,Deidesheim-Niederkirchen,7,117,203,1
1415808,14095,148,49.6822,8.2435,Gundheim/Rheinhessen,7,117,203,1
1415809,14096,150,50.6225,6.9917,Klein-Altendorf,7,117,203,1
1415810,14097,179,49.4901,8.1685,Leistadt-Kallstadt,7,117,203,1
1415811,14098,122,49.8343,6.8778,Leiwen/Mosel,7,117,203,1
1415812,14099,225,50.3248,7.2303,Mayen/Nette,7,117,203,1
1415813,14100,188,49.8132,7.7955,Norheim,7,117,203,1
1415814,14101,139,49.8858,6.9111,Piesport/Mosel,7,117,203,1
1415815,14102,135,49.8013,6.8488,Pölich,7,117,203,1
1415816,14103,102,49.3598,8.4214,Speyer/Rhein,7,117,203,1
1415817,14104,113,50.0233,7.1828,Zell,7,117,203,1
1415818,14105,238,49.9017,8.2244,Zornheim,7,117,203,1
1415819,14108,95,49.7473,8.384,Eich/Rheinhessen,7,117,203,1
1415820,14109,290,49.9357,6.2523,Körperich-Gaytalpark,7,117,203,1
1415821,14130,207,51.0207,12.5736,Frohburg-Gnandstein,7,117,203,1
1415822,14135,214,48.2436,7.8769,Ettenheim-Ettenheimmünster,7,117,203,1
1415823,14137,296,50.2347,10.8627,Weitramsdorf-Tambach,7,117,203,1
1415824,14139,610,49.8967,7.5869,Entenpfuhl,7,117,203,1
1415825,14142,30,51.5024,6.84,Oberhausen-Buschhausen,7,117,203,1
1415826,14143,53,51.6072,7.5309,Lünen/Seseke,7,117,203,1
1415827,14144,55,51.5802,7.315,Castrop-Rauxel-Habinghorst,7,117,203,1
1415828,14145,67,51.5129,7.3808,Dortmund/Oespeler Bach,7,117,203,1
1415829,14146,40,51.4786,7.0234,Essen-Stoppenberg,7,117,203,1
1415830,14147,50,51.8102,7.2683,Dülmen,7,117,203,1
1415831,14148,20,51.6531,6.7581,Hünxe,7,117,203,1
1415832,14149,59,51.7538,6.998,Lembeck,7,117,203,1
1415833,14150,67,51.6123,7.0864,Westerholt,7,117,203,1
1415834,14151,126,50.8892,6.2111,Alsdorf-Bettendorf,7,117,203,1
1415835,14152,213,50.7494,6.1863,Aachen-Brand (KA),7,117,203,1
1415836,14153,42,51.0646,6.1692,Hückelhoven-Ratheim,7,117,203,1
1415837,14154,327,50.5751,6.4727,Schleiden-Gemünd (KA),7,117,203,1
1415838,14155,117,51.2278,7.0013,Haan-Gruiten,7,117,203,1
1415839,14156,110,51.2889,6.9275,Ratingen-Homberg,7,117,203,1
1415840,14157,168,49.5686,8.7013,Birkenau,7,117,203,1
1415841,14158,46,51.1192,6.9311,Langenfeld,7,117,203,1
1415842,14159,173,51.3465,7.0225,Velbert,7,117,203,1
1415843,14160,274,50.9826,7.3328,Lindlar-Hohbusch,7,117,203,1
1415844,14161,90,50.9273,7.2753,Overath,7,117,203,1
1415845,14162,191,51.0006,7.5546,Gummersbach-Rospe,7,117,203,1
1415846,14163,189,51.0637,7.3059,Kürten/Sülzüberleitung,7,117,203,1
1415847,14164,62,50.9602,6.6318,Bergheim (Erftverband),7,117,203,1
1415848,14165,330,50.5275,6.7813,"Münstereifel, Bad-Eicherscheid",7,117,203,1
1415849,14166,51,51.109,6.5985,Grevenbroich,7,117,203,1
1415850,14167,356,50.552,6.6906,Mechernich-Harzheim,7,117,203,1
1415851,14168,258,50.6054,6.6011,Mechernich-Glehn,7,117,203,1
1415852,14169,354,50.5799,6.9484,Rheinbach-Todenfeld,7,117,203,1
1415853,14170,348,51.3384,8.2709,Meschede (Hennetalsperre),7,117,203,1
1415854,14171,259,51.3542,7.968,Sundern (Sorpetalsperre),7,117,203,1
1415855,14172,113,51.3679,7.5465,Hagen-Hohenlimburg,7,117,203,1
1415856,14173,85,51.383,7.3848,Wetter,7,117,203,1
1415857,14174,27,51.4343,6.5702,Neukirchen-Vluyn,7,117,203,1
1415858,14175,22,51.5787,6.5095,Alpen,7,117,203,1
1415859,14176,15,51.6901,6.1502,Goch/Niers,7,117,203,1
1415860,14177,24,51.5426,6.315,Geldern,7,117,203,1
1415861,14178,35,51.3454,6.3546,Grefrath,7,117,203,1
1415862,14179,42,51.1968,6.495,Korschenbroich,7,117,203,1
1415863,14180,43,51.0469,6.9729,Leverkusen-Bürrig,7,117,203,1
1415864,14181,184,51.0696,7.1866,Wermelskirchen-Lindscheid,7,117,203,1
1415865,14182,193,51.2902,7.2759,Schwelm/Schwelme,7,117,203,1
1415866,14183,297,51.1433,7.3656,Hückeswagen/Bever,7,117,203,1
1415867,14184,126,51.2242,7.107,Wuppertal-Buchenhofen/Wupper,7,117,203,1
1415868,14185,304,51.605,8.8175,Lichtenau-Ebbinghausen,7,117,203,1
1415869,14186,291,51.5319,8.7289,Gollentaler Grund,7,117,203,1
1415870,14187,226,51.5831,8.8478,Husen-Dalheim,7,117,203,1
1415871,14300,672,47.7479,11.2554,Obersöchering-Reinthal,7,117,203,1
1415872,14301,415,48.73,13.2741,Eging am See-Rohrbachholz,7,117,203,1
1415873,14303,505,49.7291,6.9174,"Beuren, Kreis Trier-Saarburg",7,117,203,1
1415874,14304,238,49.3865,7.4572,Bruchmühlbach-Miesau,7,117,203,1
1415875,14305,545,49.7995,7.2274,Bruchweiler,7,117,203,1
1415876,14306,352,50.0451,6.137,Dasburg,7,117,203,1
1415877,14307,140,49.7875,7.9838,Eckelsheim (Villa Bäder),7,117,203,1
1415878,14308,300,50.4072,7.9303,Eppenrod,7,117,203,1
1415879,14309,331,50.5274,7.9472,Guckheim,7,117,203,1
1415880,14310,322,50.6602,7.8049,Hachenburg,7,117,203,1
1415881,14311,530,50.15,6.5527,Hersdorf-Weißenseifen,7,117,203,1
1415882,14313,568,50.3941,6.9918,Kaltenborn-Hochacht,7,117,203,1
1415883,14314,393,49.932,7.388,Kirchberg/Hunsrück,7,117,203,1
1415884,14315,508,49.8843,7.1725,Kleinich-Götzeroth,7,117,203,1
1415885,14316,525,49.2844,7.9122,Landau/Pfalz-Taubensuhl,7,117,203,1
